speaker,words,timestamp
Leonard Feather,"Hello. Yes, I just put them on. What is today? The 11th of August. Or 12th of August. Phil Woods, blindfold test.",00:00:05
"[Plays ""A Song For Richard"" by Art Pepper, from The Trip, Contemporary Records (1977). Personnel: Art Pepper, alto saxophone; George Cables, piano; David Williams, bass; Elvin Jones, drums; Joe Gordon, composer.]",https://www.youtube.com/watch?v=3EoKp_MQYxY,
Phil Woods,"Could you sit over there? Give me a break. Distracting that here. That's a nice way to spend a Saturday afternoon. One of the most lyric, talented, romantic alto players. Pepper.",00:00:29
Leonard Feather,His tone could get a little closer.,00:00:47
Phil Woods,"Art Pepper. I know that it's not a guessing game, but that's certainly who it is.",00:00:48
Leonard Feather,Yeah.,00:00:53
Phil Woods,"And I love everything Art Pepper's ever done. I'm a big Art Pepper fan. I always have been a big Art Pepper fan from the Stan Kenton days. Recently, I've acquired quite a few of the records through the... One of the great benefits of reissues: getting some of the stuff that I never had before, like the stuff with the big band? Small big band? What's the name of that?",00:00:55
Leonard Feather,I remember that. 10 piece band.,00:01:20
Phil Woods,"Yeah, creating the Meets the Rhythm Section. Yeah, that's not a Great Shakes special record, but it's some lovely Art Pepper play. I don't know who the rhythm section could be. It could be just players that I'm not familiar with. It sounded like it could be a lot of rhythm sections. Funny, the opening section sounded a little bit like stuff we did with the European Rhythm Machine; just a little bit, just that opening stretch out part.",00:01:21
Leonard Feather,You like the composition?,00:01:48
Phil Woods,Yeah! It had the shape to it. It had the basic form to it. And Art can do more with a tag coda than anybody I know.,00:01:50
Leonard Feather,"Yeah, that was nice.",00:01:59
Phil Woods,"Yeah, it was nice.",00:02:00
Leonard Feather,"And how is the rating, out of five?",00:02:02
Phil Woods,"Let's see, out of five? I give Art Pepper five stars. For just being Art Pepper.",00:02:03
Leonard Feather,Yeah. Can you just turn that switch on?,00:02:11
"[Plays ""Miss Ann"" by Anthony Braxton, from Anthony Braxton Duets 1976, Arista Records (1976). Personnel: Eric Dolphy, composer; Anthony Braxton, alto saxophone; Muhal Richard Abrams, piano.]",https://www.youtube.com/watch?v=pDmWaGNpJIQ,
Phil Woods,"I like the piano player. I don't know what the saxophone player was doing at all. I couldn't figure out why they bothered playing changes. I mean, there's obviously some harmonic scheme going on there. And the saxophone player managed to avoid any reference to the changes happening. It seems to me bizarre if you're going to play out, why have the restriction of a cat comping for you. Or maybe he thought he was making the changes, I don't know. Gee, as I say, the piano player seemed like he could play the chords. And I'm not against leaving the chord structure, going up to upper partials and getting away from it and all that. If there's some sort of a design or something that lets me know that you're really working out the upper partials or something. And there's such a thing as is putting phrases together. It sounded spastic at times. I had trouble keeping up with the dialogue; it got much too busy for my taste. And the dichotomy between the harmonic scheme and the non-harmonic scheme, I think is a fruitless path to try to make music. I mean, it doesn't please me. Maybe it was a test of some avant-garde player to prove that he could play What is this Thing Called Hate? I don't know.",00:02:16
Leonard Feather,Come a little closer because of that noise.,00:03:26
Phil Woods,One star. Is it Tony?,00:03:33
Leonard Feather,Tony who?,00:03:38
Phil Woods,Braxton. Yes. I knew it was. I changed him enough.,00:03:38
Leonard Feather,You know the funny part? I played with some players.,00:03:40
"[Plays ""Cappucino"" by Chick Corea, from Friends, Polydor Records (1978). Personnel: Joe Farrel, soprano saxophone; Chick Corea, piano, composer; Steve Gadd, percussion; Eddie Gomez, bass.]",https://www.youtube.com/watch?v=ZXL9OJZdCXo,
Phil Woods,"Uh-huh. That's a mean drummer on that. I'll just make an outside guess to say it was Billy Cobham and Stanley Clarke. And sounds like Chick Corea playing piano. Joe Farrell. Sounded like Joe Farrell on soprano. Good record, nice song. Oh boy. Is it Billy Cobham?",00:03:49
Leonard Feather,I'll tell you when we're through.,00:04:07
