speaker,words,timestamp
"[Plays ""Juggin' Around"" by Gene Ammons, from Leonard Feather's Encyclopedia of Jazz/Jazz Of The '60s Vol. #1: Giants Of The Saxophones, Vee-Jay Records (1964). Personnel: Nat Adderly: cornet; Benny Green: trombone; Gene Ammons: tenor saxophone; Frank Foster: tenor saxophone; Frank Wess: tenor saxophone.]",,
Dexter Gordon,"Yeah, it was, Benny Green and Jug and Clark Terry and the other tenor player, sounds something like Yusef, I'm not sure who that was, sounds something like that. Yeah, it wasn't too much happening. It didn't go anywhere. In fact, it didn't feel very comfortable.",1:02
Leonard Feather,In the rhythm section or just the soloists or both?,1:42
Dexter Gordon,"Yeah, well both. Yeah. Yeah. The rhythm didn't... did nothing happen. A couple of times it kind of got turned around, the beat turned around a little bit. It didn't sound very comfortable and I didn't... It doesn't sound like that was the best take. There must have been a better take than that one on the date. So, yeah, well, two and a half stars I think.",1:43
Leonard Feather,Do you have any particular comments about any of those soloists in general?,2:20
Dexter Gordon,"Oh, well, yeah, I dig them all. I dig Green who I think is beautiful on trombone and who incidentally has a very, very big fan in Copenhagen, young trombone player there Copenhagen, what's his name? Toeroff, He's a Benny Green man. Every time I see him, he wants to know, ""Where's Benny Green? What's Benny Green doing?"" He loves Benny Green. Yeah, and of course I love Jug who I've known all my life more or less, and Clark Terry who was always a dead giveaway because nobody sounds like that, yeah. The other tenor player, I wasn't sure about that. I don't know who that... It sounded somehow it sounded like Yusef, I wasn't sure who that was.",2:27
Leonard Feather,Okay.,3:35
"[Plays ""Duke Bey"" by Orchestra U.S.A, from Jazz Journey, Columbia Records (1963). Personnel: Coleman Hawkins: tenor saxophone; Arif Mardin: composer.]",,
Dexter Gordon,"Well, that's a shame to waste a beautiful arrangement, like that. Yeah, it was Hawkins, but there were only traces of the Hawk that I love. He sounded like he was a little under the weather on that one.",3:43
Leonard Feather,Yeah sure.,4:17
