speaker,words,timestamp
Leonard Feather,"And once again, greetings and modulations, this is Leonard Feather bringing you an hour of jazz. A very unusual show today. If you were listening last week, you know that we had as our guests, Stacy Rowles and her father Jimmy Rowles, the great flugelhornist and pianist and composer, respectively. And at the end of the show, I said that I'd like to stay over and do a blindfold test, which they did, and that's what you're going to hear now. So welcome back Stacy.",0:44
Stacy Rowles,Hello. Thank you.,1:08
Leonard Feather,Are you ready?,1:09
Stacy Rowles,I guess so.,1:10
Leonard Feather,"Jimmy, you've done this before, haven't you, some years ago?",1:11
Jimmy Rowles,No.,1:14
Leonard Feather,Never done a blindfold test with me?,1:14
Jimmy Rowles,No.,1:15
Leonard Feather,"I didn't realize that, well I'm glad it's a first for both of you then. So I'm going to play some records and all you have to do is listen to them and if you want to make notes, make notes, I got some paper and pens here and stuff. And just say what you think of the composition, the arrangement, the soloist, the recording, who you think it is, anything you want to say about it, anything goes. And if you are ready, you got the pencil? Yeah. You both have a pen, you both a sheet of paper. So, here we go with record number one.",1:15
"[Plays ""J Mood"" by Wynton Marsalis, from J Mood, Columbia Records (1986). Personell: Wynton Marsalis, trumpet; Marcus Roberts, piano.]",,
Leonard Feather,"Okay it's a very long count, I guess we can fade it safely now and ask your opinions. Who wants to go first?",8:02
Stacy Rowles,"Well, I'll take a shot at it.",8:06
Leonard Feather,Okay.,8:10
Stacy Rowles,"I don't know. I don't recognize the horn player right away but I really liked his sound. I like the modal thing that he went into. I like modal playing a lot but there's a point where it gets too much and too monotonous and you lose the melodic, I really enjoy melodic playing much more but modal playing is nice. I don't know, I thought maybe it might be Woody Shaw. But I don't know, I don't really recognize the player right way. Sounded great to me though, excellent.",8:10
Leonard Feather,"Would you have four out of five, something like that?",8:51
Stacy Rowles,"Oh yeah, excellent, yeah sure.",8:54
Leonard Feather,"Jimmy, how bout you?",8:57
Jimmy Rowles,"I would rate that very highly. And I thought of Woody Shaw. I haven't heard enough of Wynton Marsalis. I know he plays note perfect, but I think I've heard other players that I had the feeling that they played with a little more soul. I don't know whether that's the right way to put it or not.",8:58
Leonard Feather,Need more soul than Wynton?,9:31
Jimmy Rowles,Yes.,9:33
Leonard Feather,I see what you mean.,9:35
Jimmy Rowles,A little more of a natural unschooled. Is that the right way to say it? But I thought of Woody Shaw and...,9:35
Leonard Feather,How about the piano?,9:47
Jimmy Rowles,"The piano, I thought of maybe the New York pianist, I think. It could be that Petrucciani? And it could also maybe be Ronnie Mathews, or Lightsey or...",9:48
Leonard Feather,"Well, nevermind who it was.",10:06
Jimmy Rowles,"I don't know, but whatever it was, it was very tasty. I like that record.",10:07
