speaker,words,timestamp
Leonard Feather,"Blindfold Test, with Leonard Feather. Today's guest, Les McCann.",0:10
Leonard Feather,"Once again, greetings and modulations. It's our pleasure to bring to you, today, another in a series of interviews designed not only for KNOB, but for future use in DownBeat Magazine.",0:46
Leonard Feather,"Today, our guest is a gentleman who has caused quite a little controversy in the music world in the last year, who has a style of jazz that might be described as new or possibly as very old or possibly a combination of the two. Whichever it is, everybody's talking about him, and I'm very proud to introduce Les McCann.",0:59
Les McCann,"Thank you, Leonard. How are you today?",1:17
Leonard Feather,"Pretty good, Les. I'm ready to take off with the first record. I think you probably know the system we've established here.",1:19
Les McCann,Yes.,1:25
Leonard Feather,"That is one bell for poor, two bells for fair, three for good, four for very good, and if it's even better than that, you can just push the panic button to indicate that all bells are rung.",1:26
Les McCann,All right.,1:36
Leonard Feather,We'll go ahead with record number one.,1:37
Les McCann,All right.,1:41
"[Plays ""Rhythm-a-ning"" by Art Pepper, from Gettin' Together, Contemporary Records (1960). Personnel: Art Pepper: alto saxophone; Conte Candoli: trumpet; Wynton Kelly: piano; Paul Chambers: bass; Jimmy Cobb: drums.]",,
Leonard Feather,"Les McCann can't hear me, but this is the Art Pepper Quintet with Conte Candoli on trumpet playing Thelonious Monk's composition Rhythm-a-Ning.",2:28
Les McCann,"Well, that was kind of a high tension record in a sense. Kind of makes me nervous in spots. But, I think it was Conte Candoli on trumpet, and probably Art Pepper on alto. But, the part I liked was when the piano player started playing. I think that was the best part.",9:01
Leonard Feather,Uh-huh.,9:22
Les McCann,It could have been Red Garland.,9:23
Leonard Feather,Red Garland?,9:27
Les McCann,"I don't know if that's... I couldn't hardly recognize what it was, but they had a very good feeling there. Kind of that same feeling that The Rhythm Section used to get.",9:29
Leonard Feather,Used to get? You mean under what conditions?,9:45
Les McCann,When they were The Rhythm Section. They are not together anymore.,9:48
Leonard Feather,Which rhythm section do you mean?,9:51
Les McCann,I meant Philly Joe and Paul Chambers-,9:53
Leonard Feather,Uh-huh. Yeah. I thought that was what you meant. I just wanted-,9:56
Les McCann,Yes.,9:59
Leonard Feather,... to clarify for the listeners.,10:00
Les McCann,I give the whole... I didn't like the tune at all.,10:03
Leonard Feather,You know the tune?,10:06
Les McCann,I've heard it before.,10:07
Leonard Feather,Uh-huh.,10:08
Les McCann,But-,10:09
Leonard Feather,"Well, let's hear rating musically, and...",10:11
Les McCann,"Okay. For the band, I give it ..., and for the rhythm section ...",10:13
Leonard Feather,"All right. Three bells for a Wynton Kelly, Paul Chambers and Jimmy Cobb, that's who was the rhythm section.",10:23
Les McCann,Oh.,10:29
Leonard Feather,"You were correct 100% on the front line. It was Art Pepper's date and Conte, of course, on trumpet. The tune is an old Thelonious Monk riff called Rhythm-a-Ning.",10:30
Les McCann,"Yeah, I've heard that before.",10:40
Leonard Feather,"It's one of his sillier compositions, I would say. Less vital or more trivial.",10:41
Les McCann,It makes me jump when I hear it.,10:46
Leonard Feather,"All right, let's jump away from it and move into record number two.",10:50
Les McCann,All right.,10:53
"[Plays ""Bluesology"" by Marvin Jenkins, from Marv Jenkins Arrives, Orovox Records (1961). Personnel: Marvin Jenkins: piano; Milt Jackson: composer.]",,
Leonard Feather,"Let's see how Les makes out of this. It's a new pianist by the name of Marv Jenkins on the Orovox Label. The first release on this label, and he's playing Milt Jackson's composition Bluesology.",11:30
Les McCann,"The tune was Bluesology. I think I heard Bags, or somebody playing that sometime ago.",15:17
Leonard Feather,"That's right. In fact, Bags wrote it.",15:23
Les McCann,"Oh, yes.",15:25
Leonard Feather,That much I can tell you.,15:25
Les McCann,"Well, if it's who I think it is, I really want to... I don't think I should completely go on what I feel about it, because this person is a very good friend of mine and...",15:27
Leonard Feather,Oh yeah?,15:39
Les McCann,"This is a Marvin Jenkins I think, and I didn't even know he had a record out. I hated the way the whole record was recorded. The sound was horrible. Marvin is one of the few people I knew, who sets a good feeling when he plays and makes everybody happy. I mean this is what I like in music. He plays all the instruments, tenor and a few other things and gets just as, well good a feeling.",15:39
Leonard Feather,"What intrigues me is if, let's assume it is Marv Jenkins. I'm not telling you whether it is or not.",16:12
Les McCann,Yes.,16:16
Leonard Feather,What led you to believe it so immediately?,16:16
Les McCann,I know his playing.,16:18
Leonard Feather,I mean has he as that distinctive of a style?,16:20
Les McCann,"Yes, I think so. Yes.",16:21
Leonard Feather,The chordal approach?,16:23
Les McCann,"Yes. That more than any other thing, but he has a way of playing that I can recognize if it's him. If it's somebody else's, that sounded exactly like him.",16:25
Leonard Feather,Mm-hmm.,16:35
Les McCann,"Well, for Marvin, I give it this ...",16:38
Leonard Feather,"Four bells, and it is Marvin Jenkins.",16:44
Les McCann,It is?,16:46
Leonard Feather,"That was very sharp work on your part, because since he hasn't made any records before, as far as I know.",16:46
Les McCann,"I know he made one record that he doesn't play like this on. It's this Good Little Man, which is a very nice... This is a single that's out with Barney Kessel.",16:54
Leonard Feather,"Oh, that's right. He toured with Barney Kessel's group, didn't he?",17:03
Les McCann,Yes.,17:05
Leonard Feather,Doubling on various things.,17:06
Les McCann,Flute and other thing.,17:08
Leonard Feather,"Yeah, Barney told me about him. As a matter of fact, just around the same time that Gil Fuller brought me this record. This is Gil Fuller's label.",17:09
Les McCann,"Oh, yeah.",17:15
Leonard Feather,"It's a new company, Orovox Records.",17:15
Les McCann,I think I would do something about that recording.,17:17
Leonard Feather,"Well, maybe so, but there's some interesting playing in there. I'll say that.",17:21
Les McCann,There is. Marvin is a very interesting and funniest guy I've ever met in my life.,17:24
Leonard Feather,Is that right? I've got to meet him.,17:30
Les McCann,He keeps you laughing all the time.,17:31
Leonard Feather,"Would you say he belongs in the so-called groove, funk, soul society?",17:33
Les McCann,I think he belongs in the groove happiness society.,17:38
Leonard Feather,"Well, good enough.",17:42
Les McCann,Yeah.,17:43
Leonard Feather,"I don't want to draw you into a debate necessarily on the subject of this whole thing, except that you are so inextricably associated with it, that it would be almost illogical not to bring it up at one point along the way.",17:44
Les McCann,That's all right. I understand.,17:54
Leonard Feather,"How do you feel in the first place about the identification that you've had with this particular school of music? The neo-gospel style, which of course has been prevalent on quite a number of your performances. Although, not all of it by any means.",17:56
Les McCann,"Well, I don't mind it, but I just don't want to feel that this is the only way we play. As far as people listening to us, I think that this is our only means of communication, because we play other types of music too. I think that this is not only as me, this goes for a lot of musicians. They play other things, other than one. I mean, maybe not as far as... Well, let me say this now. Not too many groups have been put in a position like we have.",18:10
Leonard Feather,That's true.,18:42
Les McCann,"Speaking from us, I think we should be heard from all sides.",18:44
Leonard Feather,"That certainly is happening with Horace silver. He was the first, I would say, in the East to be associated with the funk. Matter of fact, you know how it all started? Allegedly, Horace did an arrangement on Show Me the Way to Go Home, or on those changes-",18:48
