speaker,words,timestamp
"[Plays ""Chasin' the Bird"" by Curtis Counce, from Jazz On The Bounce with Collette and Counce, Bel Canto Records (1958). Personnel: Curtis Counce, bass; Harold Land, tenor saxophone; Rolf Ericson, trumpet; Elmo Hope, piano; Frank Butler, drums.]",,
Leonard Feather,"Yeah we got you a cup, so it's got...",0:00
Ben Webster,Oh yeah?,0:07
Unknown Speaker,"Three more days, man. Three, four more days.",0:09
Ben Webster,Okay.,0:13
Unknown Speaker,And then talk.,0:13
Ben Webster,That's it.,0:13
Unknown Speaker,That's it.,0:13
Ben Webster,It's the only thing that comes out of my tape. That talk.,0:16
Leonard Feather,"It's all on the tape, yeah.",0:20
Ben Webster,"No, on my tape, I was talking about.",0:22
Leonard Feather,What did you think of that?,0:27
Ben Webster,What'd you say?,0:27
Leonard Feather,Huh?,0:27
Ben Webster,"It's a machine, if it's working.",0:31
Leonard Feather,"Yeah, well it's working. I just want your opinion of the record.",0:34
Ben Webster,"Oh, very good. Very good.",0:37
Leonard Feather,You liked it?,0:39
Ben Webster,Yeah.,0:39
Leonard Feather,"You recognize everybody on it, right?",0:41
Ben Webster,"No, no. Or did I?",0:43
Leonard Feather,"Well, maybe you did, maybe you didn't. You thought it was...",0:45
Ben Webster,"What did... Well that just sounded like Harold Land. And sounded like Coucne on bass. I couldn't... Well I mean when you think of Land, and Counce, you automatically think of Carl Perkins, but it didn't sound like Carl playing piano. On drums, I know Butler. Was it Frank Butler?",0:47
Leonard Feather,Uh-huh.,1:18
Ben Webster,I'm not sure about that.,1:20
Leonard Feather,Do you know all those guys?,1:22
Ben Webster,"But it was very good. I mean it was a very good record. The balance, and the solos, and everything. It was like crazy.",1:23
Leonard Feather,"You like the sound, the stereo sound?",1:33
Ben Webster,"Yeah, that's the in, brings it right to you.",1:35
Leonard Feather,"Yeah. Okay, well, so you know the rating system? What would you give that?",1:40
Ben Webster,Well I don't hear any poor records. I don't think you have any poor records around.,1:50
Leonard Feather,"No, that's right. So what would you give this?",1:50
Ben Webster,Well I like that very much. 12 stars you know.,1:57
Leonard Feather,How about four out of five?,2:03
Ben Webster,"Well, yeah.",2:05
Leonard Feather,"Yeah, four means very good.",2:08
Ben Webster,"I mean, for what they were doing, and what they had to do with, I'd give that the most.",2:08
Leonard Feather,Do you know the tune?,2:14
Ben Webster,"No, I didn't. Well you started rather abruptly. So I didn't get that...",2:20
Leonard Feather,"Well, it doesn't matter.",2:27
Ben Webster,"They do play it in F though, weren't they?",2:29
Leonard Feather,Playing in what?,2:30
Ben Webster,In F?,2:30
Leonard Feather,"You know, I think it's in F, but uh-",2:30
Ben Webster,"Sounded like F to me, I think.",2:36
Leonard Feather,(Plays melody on piano) Yeah. That's right.,2:40
Ben Webster,Well I don't know the chart.,2:46
Leonard Feather,"You want to give it the maximum, five? Or just four?",2:48
Ben Webster,"Well, I don't think you can sound much better. Everybody is so remarkable on the thing.",2:49
Leonard Feather,Okay.,2:56
"[Plays ""When Your Lover Has Gone"" by Cootie Williams and Rex Stewart, from The Big Challenge, Jazztone Records (1957). Personnel: Coleman Hawkins, tenor saxophone; Bud Freeman, tenor saxophone; Cootie Williams, trumpet; Rex Stewart, cornet.]",,
Leonard Feather,"It might be, or maybe the phonograph sharpened it a little, I don't know.",2:59
Is that on?,,
Ben Webster,Heard a beep.,3:19
Unknown Speaker,Do you have what I have or do I have what you have?,3:19
Leonard Feather,Jean?,3:23
Jean,Yeah?,3:26
[Skips],,
Ben Webster,"Play that again, Leonard?",3:26
Leonard Feather,Oh all right.,3:27
Ben Webster,Or you lend me your number?,3:28
[skips],,
Ben Webster,Nobody plays that. He's got this scene going.,3:31
Leonard Feather,Wow.,3:38
Ben Webster,Sounds like C there.,3:42
Leonard Feather,"Yeah that one's C. Yeah, I think that tune is in C.",3:45
Ben Webster,"But when Bean started blowing it sounded like he was in E natural. But he was in E flat, I guess. Play Bean's, brother Bean's.",3:51
Leonard Feather,Here we go.,3:55
Ben Webster,"When Your Lover Is Gone, right?",4:13
Leonard Feather,"Yeah right, that's right. Well, how about it?",4:15
Ben Webster,"Oh, anything Bean's on, and Bud too. That's got to be five. You got those.",4:25
Leonard Feather,Yeah. And you said you could recognize Rex? Right?,4:30
Ben Webster,"Oh yeah, yeah, yeah. Hes too.",4:30
Leonard Feather,Okay. So you like the whole thing?,4:31
Ben Webster,"Sure. Definitely, yeah. A lot of class in that.",4:44
"[Plays ""You're My Thrill"" by Georgie Auld, from Sax Gone Latin, Capitol Records (1958). Personnel: The Jud Conlon Rhythmaires, vocals.]",,
Ben Webster,This record here?,4:57
Leonard Feather,You couldn't recognize the piano player because there's a thousand players.,4:58
Ben Webster,"No, well I mean...",5:00
Leonard Feather,Well I agree with you.,5:01
Ben Webster,"That's a rather tough record to judge, there. I mean, that style, I would be really afraid to even say... I wouldn't know.",5:07
Leonard Feather,It isn't important who it is-,5:21
Ben Webster,"It sounds like, well I meet a lot of guys who play that style.",5:22
Leonard Feather,Yeah. That's right.,5:28
Ben Webster,"You know, like... do you know, vibrato style?",5:36
Leonard Feather,Yeah.,5:36
Ben Webster,"And see I was rather reluctant about this, altogether, you know?",5:40
Leonard Feather,"Well that doesn't matter, I'm not-",5:44
Ben Webster,But I mean it wasn't enough to judge.,5:46
Leonard Feather,"Well I'm not trying to get you to guess who it was, I just want to know how you feel about the thing-",5:51
Ben Webster,"Well I'm trying to figure out who it was, because I really try to go hear everybody play it, you know.",5:52
Leonard Feather,"Yeah, but regardless of who it was, did you like the arrangement or the style, the way it was played?",5:58
Ben Webster,"Oh yeah, oh yeah. Wonderful.",6:00
Leonard Feather,"You like the Latin rhythm on that too, you think it's-",6:03
Ben Webster,"Wonderful, yeah, yeah. Voices and, what's that, the conga? The drum? Yeah? Very, very nice. Yeah.",6:05
Leonard Feather,"Oh. All right. Well you wouldn't rate it as high as the record before this, would you?",6:20
Ben Webster,"Well I mean the tenor player sounded as though he was playing with the diction, you know? Like he didn't really get a chance to maybe extend himself, because they were cuffed to that particular rhythm.",6:27
Leonard Feather,"Yeah that's right. But you think within those limitations, at least...",6:47
Ben Webster,"Very nice, but... Yeah, very nice I would say. Very nice. Yeah. For that particular type of record.",6:51
Leonard Feather,"Four stars, maybe?",6:59
Ben Webster,"Sure, yeah.",7:01
Leonard Feather,"I forgot to ask what you give the other one, with Coleman Hawkins and Bud.",7:10
Ben Webster,"Anything Bean's on is five stars, I say.",7:10
Leonard Feather,"Yeah, you did tell me five, that's true.",7:10
"[Plays ""All Too Soon"" by Ella Fitzgerald and Duke Ellington, from Ella Fitzgerald Sings The Duke Ellington Song Book Vol. 2, Verve Records (1957). Personnel: Paul Gonsalves, tenor saxophone.]",,
Leonard Feather,"Okay, we're on.",7:16
Ben Webster,Huh?,7:20
Leonard Feather,"We're on. I mean, comments?",7:20
Ben Webster,"Well that's the greatest of all time and time to come. Ella. And Ray Nance, they waste no notes. You give that 50 stars, if you wanted. Yeah.",7:23
Leonard Feather,"All right, any comment on the tenor?",7:42
Ben Webster,"Oh yeah, Paul? My man.",7:44
Leonard Feather,"That's your solo with your background, it's very similar. Does it remind you of you?",7:47
Ben Webster,"Well Paul has his own style, I mean...",7:54
Leonard Feather,Well it's your style.,7:56
