speaker,words,timestamp
Leonard Feather,"Hello, Hello, Vince Guaraldi.",0:01
"[Plays ""Blues Two Ways"" by Pete Jolly, from Hello, Jolly, Ava Records (1964). Personnel: Pete Jolly, piano; Chuck Berghofer, bass; Dick Grove, composer.]",,
Vince Guaraldi,"I think it's Junior Mance with the brass section. It could be Monty Budwig if it is Junior Mance. You want an opinion on the side, right?",0:12
Leonard Feather,"Yeah, on the record, on the recording, on the soloist, anything you want to talk about.",0:31
Vince Guaraldi,"Very good swinging. I think it's a good record. Its done very professional, very swinging. That's about all I can really say about it. I can't say anything about for...it's a swinging blues chart with a big band background and it's a good one. That's my opinion on that one.",0:32
Leonard Feather,You mean just unpretentious?,1:06
Vince Guaraldi,"It is, it's honest. Its an honest piece of work. Bass player is good, drums are good, everybody's playing well. Piano player plays well, with conviction.",1:09
Leonard Feather,Mm-hmm.,1:18
Vince Guaraldi,Its an honest record.,1:19
Leonard Feather,How would you rate it?,1:21
Vince Guaraldi,I'll give it three stars.,1:21
Leonard Feather,Okay.,1:21
"[Plays ""The Golden Striker"" by John Lewis, from The Golden Striker, Atlantic Records (1960). Personnel: John Lewis, piano, composer.]",,
Vince Guaraldi,"John Lewis, it's his composition, I don't know the name of it. Anything he does is excellent in my opinion. I like the way he plays. I like the way he writes. I like his ideas about music. The group itself I think is a very fine group. They've done a lot for jazz, I think.",1:31
Leonard Feather,Yeah.,2:02
Vince Guaraldi,"In their own way with the classical type of thing. They've done more for classical music, bringing it together than Brubeck did what he was trying to do, I think.",2:03
Leonard Feather,Mm-hmm.,2:13
Vince Guaraldi,Making a lot of those records with the European symphony bands and that type. It's really jazzy because they got Milt Jackson and there's no doubt what he is.,2:15
Leonard Feather,Yeah.,2:25
Vince Guaraldi,But Davidson was a different type of thing. Four stars.,2:26
Leonard Feather,Well Milt Jackson's not on your list.,2:32
Vince Guaraldi,"No, it's not and I was talking about-",2:33
Leonard Feather,Not in general-,2:34
Vince Guaraldi,"Yeah, his whole thing with the MJQ.",2:35
Leonard Feather,Yeah.,2:37
Vince Guaraldi,Five stars. Four or whatever you give him.,2:38
Leonard Feather,"Well, five's the maximum.",2:44
Vince Guaraldi,Well he's the maximum in his field.,2:46
Leonard Feather,All right.,2:47
"[Plays ""Alone and I"" by Herbie Hancock, from Takin' Off, Blue Note Records (1962). Personnel: Freddie Hubbard, trumpet; Dexter Gordon, tenor saxophone; Herbie Hancock, piano, composer.]",,
