speaker,words,timestamp
Leonard Feather,"The Blindfold Test with Leonard Feather. Today's guest, Joe Williams. Once again, greetings and modulations, this is Leonard Feather welcoming you to another session in which we examine the perception, knowledge, and opinions of one of the great figures in contemporary music. We're happy to welcome on this occasion a gentleman whom we've known as a friend, and admired as an artist for some six or seven years since around the time he joined the Count Basie Organization, of course he's out on his own now, and enjoying the same great success as a single that he did with the Basie Group, and we're very happy to welcome to Los Angeles, and also to say hello to Joe Williams, as he joins the Blindfold Test microphone. Good evening, Joe.",0:08
Joe Williams,"Good evening, Len. It's a real pressure to be here with you on the Blindfold Test.",1:28
Leonard Feather,"Well, Joe, as you know, it was about a year ago that we did our last Blindfold Test in Down Beat, and at that time I concentrated rather heavily I think on blues singers, I think more than half the records I played were in that general category. So I thought maybe for a change of pace, and because you yourself have directed yourself in a more general sphere of singing lately, in other words showing that you have a great deal more to offer than the blues, not that the blues isn't a magnificent entity in itself. It might be of interest to play some records of something in the general sphere of pop singing as well as just blues, all right with you?",1:33
Joe Williams,"Wonderful, because I think some of the pop singers sing with a lot of jazz feeling.",2:13
Leonard Feather,"There's no question about that, and you may agree about some of the particular ones that I've selected for the particular occasion now. So we'll go to record number one, and here it is.",2:17
"[Plays ""Get on the Right Track, Baby"" by Sammy Davis Jr., from I Gotta Right to Swing, Decca Records (1960). Sammy Davis Jr., vocals; Count Basie Orchestra.]",https://www.youtube.com/watch?v=MQ547Ps85a0,
Leonard Feather,"Sammy can't hear me, but this is Sammy Davis Jr. Well, I said we were not going to play blues records exclusively, but I didn't say we weren't going to play any, as you gathered no doubt. How about that, Joe?",3:33
Joe Williams,"Well, this is a really exciting performance by Sammy Davis, who obviously loves Ray Charles.",5:28
Leonard Feather,"He got me so excited that I told the audience who it was, and I said, ""Sammy can't hear me, but this is Sammy Davis Jr."" I'll switch that around, it was Joe couldn't hear me.",5:35
Joe Williams,"Yeah, that was Sammy Davis Jr., and I think I recognize him a few moments in the background there that sounded a little like, a little of the Basie Group. The tenor solo sounded a little like Frank Foster.",5:45
Leonard Feather,That's right.,5:58
Joe Williams,The lead alto Marshall Royal was riding back there in the background with that pretty sound of his.,5:59
Leonard Feather,"Yes, as a matter of fact it's just about the entire Basie Band as you probably know. Do you have this album?",6:06
Joe Williams,"No, I don't have this particular album.",6:11
Leonard Feather,But you know about it?,6:13
Joe Williams,I think this was a ...,6:16
Leonard Feather,You know the kind of ... you know the origin of this material-,6:16
Joe Williams,"I know how this came about, yes, because I was pretty close to it at the time that it was ... that they were getting it together. The fellows were talking about it. I didn't go to any of the dates either. Is that a Decca Recording?",6:17
Leonard Feather,That's right.,6:29
Joe Williams,"Aha, then I guess it was done in Decca Studios, huh?",6:29
Leonard Feather,I suppose so. What do you think of the recording?,6:32
Joe Williams,"Yeah, I didn't like it really.",6:34
Leonard Feather,"Yeah, that's what I gathered from your expressions while listening.",6:37
Joe Williams,"Yeah, I didn't liked that. The sound, there was a lot of harshness there, it sound as if the band was way away from Sammy, and a-",6:42
Leonard Feather,So there's too much echo?,6:50
