speaker,words,timestamp
"[Plays ""No Wine, No Women"" by Mr. Google Eyes, from No Wine, No Women/Rough and Rocky Road, Okeh Records (1951). Personnel: Billy Ford and His Musical V-8's.]",,
Leonard Feather,You like that kind of music?,0:04
Lester Young,"I do, but I mean it's kind of over my head, you know?",0:05
Leonard Feather,Over your head or under it?,0:13
Lester Young,"Over it. That's way over my head. But it's nice, I like them. But I can't get at that rhythm that goes like that.",0:14
Leonard Feather,That shuffle rhythm.,0:23
Lester Young,"Yeah. That's the only thing, other than that I could make it.",0:25
Leonard Feather,Yeah.,0:27
Lester Young,If it was straight rhythm or something like that but that...,0:28
Leonard Feather,Monotonous.,0:32
Lester Young,Yeah. What class? Just give them a number. The way I would say it. Yes.,0:32
Leonard Feather,Two stars then?,0:40
Lester Young,"Yeah, mm-hmm.",0:47
Leonard Feather,What did you think of the...,0:53
Lester Young,I thought all of it was nice. Just other than the-,0:55
Leonard Feather,Other than the rhythm.,0:58
Lester Young,"... the rhythm. You dig? It would've been much better if they hadn't of had that kind of rhythm, just a straight line. Hit it like that.",1:00
"[Plays ""Little Pony"" by Count Basie, from Little Pony/Beaver Junction, Columbia Records (1951). Personnel: Wardell Gray, tenor saxophone; Neil Hefti, arranger.]",,
Lester Young,That's real crazy.,1:22
Leonard Feather,Mm-hmm.,1:24
Lester Young,Mm-hmm. I like that jazz. I think I heard it once in Chicago.,1:24
Leonard Feather,Yeah? You know what it is?,1:29
Lester Young,The only thing I would say would be Woody Herman or either Stan Kenton. That's about my best bet.,1:29
Leonard Feather,You don't know the guitar player?,1:39
Lester Young,"No, all I know is the name of the tenor player. But it sounds crazy, the way the arrangements and things are. I think that's real great.",1:41
Leonard Feather,All right.,1:47
Lester Young,Yeah.,1:49
Leonard Feather,I like it too.,1:49
Lester Young,I do like that. In fact I'm going to get the address from you so I can get the record.,1:53
Leonard Feather,"I'll get one of them for you. You're the foreman, huh?",1:56
Lester Young,Sure.,2:00
Leonard Feather,What was that? You missed the prize again.,2:00
"[Plays ""Tia Juana"" by Bud Freeman, unknown record, Decca records (unknown year). Personnel: Bud Freeman, tenor saxophone; PeeWee Russell, clarinet.]",,
Leonard Feather,Well that's a different style of music.,2:06
