speaker,words,timestamp
"[Plays ""Emerald Isle"" by The Generation Band, from Soft Shoulder, Palo Alto Records (1983). Personnel: Ernie Watts, soprano saxophone, piccolo; Victor Feldman, vibes, piano; Trevor Feldman, drums; Nathan East, bass; Dan Sawyer, guitar.]",,
Wayne Shorter,"Okay, do you want me to comment on that?",00:00:51
Leonard Feather,Sure.,00:00:52
Wayne Shorter,Do you have a tape recorder on?,00:00:56
Leonard Feather,"Yeah, it's on.",00:00:58
Wayne Shorter,"The opening made me think of... It's an odd rhythm. I think it was in five or something like that, and then it ended in six, and it had a little seven, or put another five in it, but it made me think of Gary Burton, what he might be doing now. I don't know if this was recorded right now, in the '80s, and I had a feeling maybe it's because it was recorded around '79 or '80. And I think of Gary Burton because of the vibraphone solo, because when I first heard his entrance, it was him, it was he, that approach. I've only seen Gary live once, really, at the Village Gate. He was playing upstairs at the Gate, the top of the Gate.",00:01:02
Leonard Feather,Oh. Did you recognize it was soprano?,00:02:05
Wayne Shorter,"Now, the soprano, it's hard to recognize that when... I just wonder if it was the guy who plays with Miles.",00:02:14
Leonard Feather,Bill Evans?,00:02:26
Wayne Shorter,"Bill Evans. I wonder if it was him, but I'm not sure. The whole piece in general sounds like it's in Gary Burton kind of groove.",00:02:27
Leonard Feather,"Did you think it was creative or interesting, or not?",00:02:43
Wayne Shorter,"I think it was mainly clinically dominated, in a sense, but well put together as a piece of jazz representative music that comes out in today's time, where it's not long and drawn out. That's one thing I like about it. It wasn't long and drawn out. Anything, doesn't have to be jazz, anything that's really long and drawn out and repetitive or is redundant, especially when it comes to taking solos or improvised solos. You have two bookends. You can have a solo in the middle for miles and miles, and then you have two bookends at the head, then you play the head, you move on again. That's just about gone, I think. So the main thing I liked about it was it was to the point, regardless of whatever the clinical ingredient that was in it. What I liked about it, it was happy. So I'm going to dig underneath things that people used to stop at years ago. They stop at, ""Well, it's too clinical for me, so I can't..."" Or it's too academic or something, or bookish or planned or something like that. So tearing away all those things that the other people used in the '60s and '70s, I mean, people who did this kind of interview or a blindfold test.",00:02:50
Leonard Feather,"That doesn't bother you, right?",00:04:30
Wayne Shorter,"No, because I have to tear away the... I have to look underneath now and see what it gives off. It exudes happiness and something like that, that's the main thing.",00:04:33
Leonard Feather,How would you rate it?,00:04:46
Wayne Shorter,"For an up feeling, for a positive something, I'd say two and a half.",00:04:52
Leonard Feather,"Okay, good. That was Ernie Watts on...",00:05:00
"[Plays ""Wapango"" by Paquito D'Rivera, from Mariel, Columbia Records (1982). Personnel: Paquito D'Rivera, composer, saxophones; Hilton Ruiz, piano.]",https://www.youtube.com/watch?v=JMqTnLZvF-w,
Wayne Shorter,"Yeah, okay. Oh man, that's it. So many people in there.",00:05:14
Unknown Speaker,"Good afternoon, Leonard Feather's office.",00:05:23
Wayne Shorter,"I heard the little bit of like the kind of way that McCoy Tyner used to play the piano, a little bit. But whoever's playing the piano on that piece, there was a certain kind of right-hand bracket things that he or she was doing that McCoy wouldn't do, and I thought of Toshiko. The last time I saw her playing at the Gate, she was playing solo piano at the Gate. And she uses the pedal a lot on acoustic piano, and the left hand, like she's playing behind John Coltrane a little bit. And when I heard the sax opening, the saxes, I was thinking about Supersax. I think Supersax would play more strongly and have a more bebop-oriented phrasing, even though it's the Spanish kind of feeling, the opening. So I think these musicians were more classically oriented in the opening. I don't know who they were, actually. I think maybe Tom Scott might know a lot of people who could fit in, make something like that, a record like that. So I don't want to put it in any musical category, like this is strictly jazz or this and that. But it's kind of a Mulligan stew.",00:05:28
Leonard Feather,"Yeah, right, it was. How would you rate it?",00:07:22
Wayne Shorter,"I'd say it's just like a stew to me, kind of interesting to taste, but I wouldn't have my whole meal with that kind of stew. I give it one star.",00:07:38
[Plays unknown song].,,
Wayne Shorter,"In this one I hear two distinct saxophone styles. One seems more West Coast oriented and the other one seems more East Coast oriented. The East Coast oriented sounds like it could come from kind of Dexter Gordon-ish something, and the West Coast has a more Al Cohen approach. And even in the trombones, at first I was thinking about Bob Brookmeyer. I was thinking about that, and I was trying to listen for the valve trombone feeling in it, in a sense, whoever was taking the trombone solo, especially when it's coming in to moving around in the faster notes. Well, it sounds like something that's from back there around in the '50s, early '50s. Philly Joe Jones once played a song or wrote something that sounded something like that, but had more breaks in it, drum breaks. Because he and I, we had a gig together at Birdland on one Monday night, Philly Joe Jones and myself and Kenny Dorham.",00:08:02
Leonard Feather,Really?,00:09:41
Wayne Shorter,"Yeah. It was Philly Joe's, he called me and asked if I wanted to do it. And he played a song something like that. So I think the swing part of it, the rhythm section part, whoever was playing that rhythm section could have been more strong, more upfront. And it seems like the horns were all pulling the rhythm. And I have a feeling that it was a date that was put together off the cuff. I don't say you have to have a lot of rehearsals or anything, but not... So with that thought in mind, I've never been in a spot myself where I could have any reason for throwing a record date together, a record session together, or a song on the record session, one song, just throw it together. It seems like it's pretty much thrown together. And for some of the some of the fingerings, saxophone fingerings that I heard in the solo part, I'd give them one star.",00:09:41
Leonard Feather,Okay. We've got to get some...,00:11:02
"[Plays ""Mighty Lights"" by Jane Ira Bloom, from Mighty Lights, Enja Records (1982). Personnel: Jane Ira Bloom, soprano saxophone; Ed Blackwell, drums.]",https://www.youtube.com/watch?v=hXqeJL-UMsg,
Wayne Shorter,"Well, at first when I heard the opening, the entrance of the soprano sax, I was thinking about Steve Lacy, but he plays with more gusto. After the signature of the song, I felt that first part, the signature of the song, when he went into the, it's called scripted part, in the improvisation, I think Steve Lacy would have been more on target, even without chord changes. Whoever was playing the soprano, I think likes Steve Lacy.",00:11:20
